cyrillic,romanized,type
ШЄ,shye,3
ШИ,shi,3
ШІ,shi,3
ШЇ,shyi,3
ШО,sho,3
ШУ,shu,3
ШЮ,shyu,3
ШЯ,shya,3
ЩА,shcha,3
ЩЕ,shche,3
ЩЄ,shchye,3
ЩИ,shchi,3
ЩІ,shchi,3
ЩЇ,shchyi,3
ЩО,shcho,3
ЩУ,shchu,3
ЩЮ,shchyu,3
ЩЯ,shchya,3
БАБ,bab,4
БАВ,bav,4
БАГ,bah,4
БАД,bad,4
БАЖ,bazh,4
БАЗ,baz,4
БАЙ,bay,4
БАК,bak,4
БАЛ,bal,4
БАМ,bam,4
БАН,ban,4
БАП,bap,4
БАР,bar,4
БАС,bas,4
БАТ,bat,4
БАФ,baf,4
БАХ,bakh,4
БАЦ,bats,4
БАЧ,bach,4
БАШ,bash,4
БАЩ,bashch,4
БЕБ,beb,4
БЕВ,bev,4
БЕГ,beh,4
БЕД,bed,4
БЕЖ,bezh,4
БЕЗ,bez,4
БЕЙ,bey,4
БЕК,bek,4
БЕЛ,bel,4
БЕМ,bem,4
БЕН,ben,4
БЕП,bep,4
БЕР,ber,4
БЕС,bes,4
БЕТ,bet,4
БЕФ,bef,4
БЕХ,bekh,4
БЕЦ,bets,4
БЕЧ,bech,4
БЕШ,besh,4
БЕЩ,beshch,4
БЄБ,byeb,4
БЄВ,byev,4
БЄГ,byeh,4
БЄД,byed,4
БЄЖ,byezh,4
БЄЗ,byez,4
БЄЙ,byey,4
БЄК,byek,4
БЄЛ,byel,4
БЄМ,byem,4
БЄН,byen,4
БЄП,byep,4
БЄР,byer,4
БЄС,byes,4
БЄТ,byet,4
БЄФ,byef,4
БЄХ,byekh,4
БЄЦ,byets,4
БЄЧ,byech,4
БЄШ,byesh,4
БЄЩ,byeshch,4
БИБ,bib,4
БИВ,biv,4
БИГ,bih,4
БИД,bid,4
БИЖ,bizh,4
БИЗ,biz,4
БИЙ,biy,4
БИК,bik,4
БИЛ,bil,4
БИМ,bim,4
БИН,bin,4
БИП,bip,4
БИР,bir,4
БИС,bis,4
БИТ,bit,4
БИФ,bif,4
БИХ,bikh,4
БИЦ,bits,4
БИЧ,bich,4
БИШ,bish,4
БИЩ,bishch,4
БІБ,bib,4
БІВ,biv,4
БІГ,bih,4
БІД,bid,4
БІЖ,bizh,4
БІЗ,biz,4
БІЙ,biy,4
БІК,bik,4
БІЛ,bil,4
БІМ,bim,4
БІН,bin,4
БІП,bip,4
БІР,bir,4
БІС,bis,4
БІТ,bit,4
БІФ,bif,4
БІХ,bikh,4
БІЦ,bits,4
БІЧ,bich,4
БІШ,bish,4
БІЩ,bishch,4
БЇБ,byib,4
БЇВ,byiv,4
БЇГ,byih,4
БЇД,byid,4
БЇЖ,byizh,4
БЇЗ,byiz,4
БЇЙ,byiy,4
БЇК,byik,4
БЇЛ,byil,4
БЇМ,byim,4
БЇН,byin,4
БЇП,byip,4
БЇР,byir,4
БЇС,byis,4
БЇТ,byit,4
БЇФ,byif,4
БЇХ,byikh,4
БЇЦ,byits,4
БЇЧ,byich,4
БЇШ,byish,4
БЇЩ,byishch,4
БОБ,bob,4
БОВ,bov,4
БОГ,boh,4
БОД,bod,4
БОЖ,bozh,4
БОЗ,boz,4
БОЙ,boy,4
БОК,bok,4
БОЛ,bol,4
БОМ,bom,4
БОН,bon,4
БОП,bop,4
БОР,bor,4
БОС,bos,4
БОТ,bot,4
БОФ,bof,4
БОХ,bokh,4
БОЦ,bots,4
БОЧ,boch,4
БОШ,bosh,4
БОЩ,boshch,4
БУБ,bub,4
БУВ,buv,4
БУГ,buh,4
БУД,bud,4
БУЖ,buzh,4
БУЗ,buz,4
БУЙ,buy,4
БУК,buk,4
БУЛ,bul,4
БУМ,bum,4
БУН,bun,4
БУП,bup,4
БУР,bur,4
БУС,bus,4
БУТ,but,4
БУФ,buf,4
БУХ,bukh,4
БУЦ,buts,4
БУЧ,buch,4
БУШ,bush,4
БУЩ,bushch,4
БЮБ,byub,4
БЮВ,byuv,4
БЮГ,byuh,4
БЮД,byud,4
БЮЖ,byuzh,4
БЮЗ,byuz,4
БЮЙ,byuy,4
БЮК,byuk,4
БЮЛ,byul,4
БЮМ,byum,4
БЮН,byun,4
БЮП,byup,4
БЮР,byur,4
БЮС,byus,4
БЮТ,byut,4
БЮФ,byuf,4
БЮХ,byukh,4
БЮЦ,byuts,4
БЮЧ,byuch,4
БЮШ,byush,4
БЮЩ,byushch,4
БЯБ,byab,4
БЯВ,byav,4
БЯГ,byah,4
БЯД,byad,4
БЯЖ,byazh,4
БЯЗ,byaz,4
БЯЙ,byay,4
БЯК,byak,4
БЯЛ,byal,4
БЯМ,byam,4
БЯН,byan,4
БЯП,byap,4
БЯР,byar,4
БЯС,byas,4
БЯТ,byat,4
БЯФ,byaf,4
БЯХ,byakh,4
БЯЦ,byats,4
БЯЧ,byach,4
БЯШ,byash,4
БЯЩ,byashch,4
ВАБ,vab,4
ВАВ,vav,4
ВАГ,vah,4
ВАД,vad,4
ВАЖ,vazh,4
ВАЗ,vaz,4
ВАЙ,vay,4
ВАК,vak,4
ВАЛ,val,4
ВАМ,vam,4
ВАН,van,4
ВАП,vap,4
ВАР,var,4
ВАС,vas,4
ВАТ,vat,4
ВАФ,vaf,4
ВАХ,vakh,4
ВАЦ,vats,4
ВАЧ,vach,4
ВАШ,vash,4
ВАЩ,vashch,4
ВЕБ,veb,4
ВЕВ,vev,4
ВЕГ,veh,4
ВЕД,ved,4
ВЕЖ,vezh,4
ВЕЗ,vez,4
ВЕЙ,vey,4
ВЕК,vek,4
ВЕЛ,vel,4
ВЕМ,vem,4
ВЕН,ven,4
ВЕП,vep,4
ВЕР,ver,4
ВЕС,ves,4
ВЕТ,vet,4
ВЕФ,vef,4
ВЕХ,vekh,4
ВЕЦ,vets,4
ВЕЧ,vech,4
ВЕШ,vesh,4
ВЕЩ,veshch,4
ВЄБ,vyeb,4
ВЄВ,vyev,4
ВЄГ,vyeh,4
ВЄД,vyed,4
ВЄЖ,vyezh,4
ВЄЗ,vyez,4
ВЄЙ,vyey,4
ВЄК,vyek,4
ВЄЛ,vyel,4
ВЄМ,vyem,4
ВЄН,vyen,4
ВЄП,vyep,4
ВЄР,vyer,4
ВЄС,vyes,4
ВЄТ,vyet,4
ВЄФ,vyef,4
ВЄХ,vyekh,4
ВЄЦ,vyets,4
ВЄЧ,vyech,4
ВЄШ,vyesh,4
ВЄЩ,vyeshch,4
ВИБ,vib,4
ВИВ,viv,4
ВИГ,vih,4
ВИД,vid,4
ВИЖ,vizh,4
ВИЗ,viz,4
ВИЙ,viy,4
ВИК,vik,4
ВИЛ,vil,4
ВИМ,vim,4
ВИН,vin,4
ВИП,vip,4
ВИР,vir,4
ВИС,vis,4
ВИТ,vit,4
ВИФ,vif,4
ВИХ,vikh,4
ВИЦ,vits,4
ВИЧ,vich,4
ВИШ,vish,4
ВИЩ,vishch,4
ВІБ,vib,4
ВІВ,viv,4
ВІГ,vih,4
ВІД,vid,4
ВІЖ,vizh,4
ВІЗ,viz,4
ВІЙ,viy,4
ВІК,vik,4
ВІЛ,vil,4
ВІМ,vim,4
ВІН,vin,4
ВІП,vip,4
ВІР,vir,4
ВІС,vis,4
ВІТ,vit,4
ВІФ,vif,4
ВІХ,vikh,4
ВІЦ,vits,4
ВІЧ,vich,4
ВІШ,vish,4
ВІЩ,vishch,4
ВЇБ,vyib,4
ВЇВ,vyiv,4
ВЇГ,vyih,4
ВЇД,vyid,4
ВЇЖ,vyizh,4
ВЇЗ,vyiz,4
ВЇЙ,vyiy,4
ВЇК,vyik,4
ВЇЛ,vyil,4
ВЇМ,vyim,4
ВЇН,vyin,4
ВЇП,vyip,4
ВЇР,vyir,4
ВЇС,vyis,4
ВЇТ,vyit,4
ВЇФ,vyif,4
ВЇХ,vyikh,4
ВЇЦ,vyits,4
ВЇЧ,vyich,4
ВЇШ,vyish,4
ВЇЩ,vyishch,4
ВОБ,vob,4
ВОВ,vov,4
ВОГ,voh,4
ВОД,vod,4
ВОЖ,vozh,4
ВОЗ,voz,4
ВОЙ,voy,4
ВОК,vok,4
ВОЛ,vol,4
ВОМ,vom,4
ВОН,von,4
ВОП,vop,4
ВОР,vor,4
ВОС,vos,4
ВОТ,vot,4
ВОФ,vof,4
ВОХ,vokh,4
ВОЦ,vots,4
ВОЧ,voch,4
ВОШ,vosh,4
ВОЩ,voshch,4
ВУБ,vub,4
ВУВ,vuv,4
ВУГ,vuh,4
ВУД,vud,4
ВУЖ,vuzh,4
ВУЗ,vuz,4
ВУЙ,vuy,4
ВУК,vuk,4
ВУЛ,vul,4
ВУМ,vum,4
ВУН,vun,4
ВУП,vup,4
ВУР,vur,4
ВУС,vus,4
ВУТ,vut,4
ВУФ,vuf,4
ВУХ,vukh,4
ВУЦ,vuts,4
ВУЧ,vuch,4
ВУШ,vush,4
ВУЩ,vushch,4
ВЮБ,vyub,4
ВЮВ,vyuv,4
ВЮГ,vyuh,4
ВЮД,vyud,4
ВЮЖ,vyuzh,4
ВЮЗ,vyuz,4
ВЮЙ,vyuy,4
ВЮК,vyuk,4
ВЮЛ,vyul,4
ВЮМ,vyum,4
ВЮН,vyun,4
ВЮП,vyup,4
ВЮР,vyur,4
ВЮС,vyus,4
ВЮТ,vyut,4
ВЮФ,vyuf,4
ВЮХ,vyukh,4
ВЮЦ,vyuts,4
ВЮЧ,vyuch,4
ВЮШ,vyush,4
ВЮЩ,vyushch,4
ВЯБ,vyab,4
ВЯВ,vyav,4
ВЯГ,vyah,4
ВЯД,vyad,4
ВЯЖ,vyazh,4
ВЯЗ,vyaz,4
ВЯЙ,vyay,4
ВЯК,vyak,4
ВЯЛ,vyal,4
ВЯМ,vyam,4
ВЯН,vyan,4
ВЯП,vyap,4
ВЯР,vyar,4
ВЯС,vyas,4
ВЯТ,vyat,4
ВЯФ,vyaf,4
ВЯХ,vyakh,4
ВЯЦ,vyats,4
ВЯЧ,vyach,4
ВЯШ,vyash,4
ВЯЩ,vyashch,4
ГАБ,hab,4
ГАВ,hav,4
ГАГ,hah,4
ГАД,had,4
ГАЖ,hazh,4
ГАЗ,haz,4
ГАЙ,hay,4
ГАК,hak,4
ГАЛ,hal,4
ГАМ,ham,4
ГАН,han,4
ГАП,hap,4
ГАР,har,4
ГАС,has,4
ГАТ,hat,4
ГАФ,haf,4
ГАХ,hakh,4
ГАЦ,hats,4
ГАЧ,hach,4
ГАШ,hash,4
ГАЩ,hashch,4
ГЕБ,heb,4
ГЕВ,hev,4
ГЕГ,heh,4
ГЕД,hed,4
ГЕЖ,hezh,4
ГЕЗ,hez,4
ГЕЙ,hey,4
ГЕК,hek,4
ГЕЛ,hel,4
ГЕМ,hem,4
ГЕН,hen,4
ГЕП,hep,4
ГЕР,her,4
ГЕС,hes,4
ГЕТ,het,4
ГЕФ,hef,4
ГЕХ,hekh,4
ГЕЦ,hets,4
ГЕЧ,hech,4
ГЕШ,hesh,4
ГЕЩ,heshch,4
ГЄБ,hyeb,4
ГЄВ,hyev,4
ГЄГ,hyeh,4
ГЄД,hyed,4
ГЄЖ,hyezh,4
ГЄЗ,hyez,4
ГЄЙ,hyey,4
ГЄК,hyek,4
ГЄЛ,hyel,4
ГЄМ,hyem,4
ГЄН,hyen,4
ГЄП,hyep,4
ГЄР,hyer,4
ГЄС,hyes,4
ГЄТ,hyet,4
ГЄФ,hyef,4
ГЄХ,hyekh,4
ГЄЦ,hyets,4
ГЄЧ,hyech,4
ГЄШ,hyesh,4
ГЄЩ,hyeshch,4
ГИБ,hib,4
ГИВ,hiv,4
ГИГ,hih,4
ГИД,hid,4
ГИЖ,hizh,4
ГИЗ,hiz,4
ГИЙ,hiy,4
ГИК,hik,4
ГИЛ,hil,4
ГИМ,him,4
ГИН,hin,4
ГИП,hip,4
ГИР,hir,4
ГИС,his,4
ГИТ,hit,4
ГИФ,hif,4
ГИХ,hikh,4
ГИЦ,hits,4
ГИЧ,hich,4
ГИШ,hish,4
ГИЩ,hishch,4
ГІБ,hib,4
ГІВ,hiv,4
ГІГ,hih,4
ГІД,hid,4
ГІЖ,hizh,4
ГІЗ,hiz,4
ГІЙ,hiy,4
ГІК,hik,4
ГІЛ,hil,4
ГІМ,him,4
ГІН,hin,4
ГІП,hip,4
ГІР,hir,4
ГІС,his,4
ГІТ,hit,4
ГІФ,hif,4
ГІХ,hikh,4
ГІЦ,hits,4
ГІЧ,hich,4
ГІШ,hish,4
ГІЩ,hishch,4
ГЇБ,hyib,4
ГЇВ,hyiv,4
ГЇГ,hyih,4
ГЇД,hyid,4
ГЇЖ,hyizh,4
ГЇЗ,hyiz,4
ГЇЙ,hyiy,4
ГЇК,hyik,4
ГЇЛ,hyil,4
ГЇМ,hyim,4
ГЇН,hyin,4
ГЇП,hyip,4
ГЇР,hyir,4
ГЇС,hyis,4
ГЇТ,hyit,4
ГЇФ,hyif,4
ГЇХ,hyikh,4
ГЇЦ,hyits,4
ГЇЧ,hyich,4
ГЇШ,hyish,4
ГЇЩ,hyishch,4
ГОБ,hob,4
ГОВ,hov,4
ГОГ,hoh,4
ГОД,hod,4
ГОЖ,hozh,4
ГОЗ,hoz,4
ГОЙ,hoy,4
ГОК,hok,4
ГОЛ,hol,4
ГОМ,hom,4
ГОН,hon,4
ГОП,hop,4
ГОР,hor,4
ГОС,hos,4
ГОТ,hot,4
ГОФ,hof,4
ГОХ,hokh,4
ГОЦ,hots,4
ГОЧ,hoch,4
ГОШ,hosh,4
ГОЩ,hoshch,4
ГУБ,hub,4
ГУВ,huv,4
ГУГ,huh,4
ГУД,hud,4
ГУЖ,huzh,4
ГУЗ,huz,4
ГУЙ,huy,4
ГУК,huk,4
ГУЛ,hul,4
ГУМ,hum,4
ГУН,hun,4
ГУП,hup,4
ГУР,hur,4
ГУС,hus,4
ГУТ,hut,4
ГУФ,huf,4
ГУХ,hukh,4
ГУЦ,huts,4
ГУЧ,huch,4
ГУШ,hush,4
ГУЩ,hushch,4
ГЮБ,hyub,4
ГЮВ,hyuv,4
ГЮГ,hyuh,4
ГЮД,hyud,4
ГЮЖ,hyuzh,4
ГЮЗ,hyuz,4
ГЮЙ,hyuy,4
ГЮК,hyuk,4
ГЮЛ,hyul,4
ГЮМ,hyum,4
ГЮН,hyun,4
ГЮП,hyup,4
ГЮР,hyur,4
ГЮС,hyus,4
ГЮТ,hyut,4
ГЮФ,hyuf,4
ГЮХ,hyukh,4
ГЮЦ,hyuts,4
ГЮЧ,hyuch,4
ГЮШ,hyush,4
ГЮЩ,hyushch,4
ГЯБ,hyab,4
ГЯВ,hyav,4
ГЯГ,hyah,4
ГЯД,hyad,4
ГЯЖ,hyazh,4
ГЯЗ,hyaz,4
ГЯЙ,hyay,4
ГЯК,hyak,4
ГЯЛ,hyal,4
ГЯМ,hyam,4
ГЯН,hyan,4
ГЯП,hyap,4
ГЯР,hyar,4
ГЯС,hyas,4
ГЯТ,hyat,4
ГЯФ,hyaf,4
ГЯХ,hyakh,4
ГЯЦ,hyats,4
ГЯЧ,hyach,4
ГЯШ,hyash,4
ГЯЩ,hyashch,4
ДАБ,dab,4
ДАВ,dav,4
ДАГ,dah,4
ДАД,dad,4
ДАЖ,dazh,4
ДАЗ,daz,4
ДАЙ,day,4
ДАК,dak,4
ДАЛ,dal,4
ДАМ,dam,4
ДАН,dan,4
ДАП,dap,4
ДАР,dar,4
ДАС,das,4
ДАТ,dat,4
ДАФ,daf,4
ДАХ,dakh,4
ДАЦ,dats,4
ДАЧ,dach,4
ДАШ,dash,4
ДАЩ,dashch,4
ДЕБ,deb,4
ДЕВ,dev,4
ДЕГ,deh,4
ДЕД,ded,4
ДЕЖ,dezh,4
ДЕЗ,dez,4
ДЕЙ,dey,4
ДЕК,dek,4
ДЕЛ,del,4
ДЕМ,dem,4
ДЕН,den,4
ДЕП,dep,4
ДЕР,der,4
ДЕС,des,4
ДЕТ,det,4
ДЕФ,def,4
ДЕХ,dekh,4
ДЕЦ,dets,4
ДЕЧ,dech,4
ДЕШ,desh,4
ДЕЩ,deshch,4
ДЄБ,dyeb,4
ДЄВ,dyev,4
ДЄГ,dyeh,4
ДЄД,dyed,4
ДЄЖ,dyezh,4
ДЄЗ,dyez,4
ДЄЙ,dyey,4
ДЄК,dyek,4
ДЄЛ,dyel,4
ДЄМ,dyem,4
ДЄН,dyen,4
ДЄП,dyep,4
ДЄР,dyer,4
ДЄС,dyes,4
ДЄТ,dyet,4
ДЄФ,dyef,4
ДЄХ,dyekh,4
ДЄЦ,dyets,4
ДЄЧ,dyech,4
ДЄШ,dyesh,4
ДЄЩ,dyeshch,4
ДИБ,dib,4
ДИВ,div,4
ДИГ,dih,4
ДИД,did,4
ДИЖ,dizh,4
ДИЗ,diz,4
ДИЙ,diy,4
ДИК,dik,4
ДИЛ,dil,4
ДИМ,dim,4
ДИН,din,4
ДИП,dip,4
ДИР,dir,4
ДИС,dis,4
ДИТ,dit,4
ДИФ,dif,4
ДИХ,dikh,4
ДИЦ,dits,4
ДИЧ,dich,4
ДИШ,dish,4
ДИЩ,dishch,4
ДІБ,dib,4
ДІВ,div,4
ДІГ,dih,4
ДІД,did,4
ДІЖ,dizh,4
ДІЗ,diz,4
ДІЙ,diy,4
ДІК,dik,4
ДІЛ,dil,4
ДІМ,dim,4
ДІН,din,4
ДІП,dip,4
ДІР,dir,4
ДІС,dis,4
ДІТ,dit,4
ДІФ,dif,4
ДІХ,dikh,4
ДІЦ,dits,4
ДІЧ,dich,4
ДІШ,dish,4
ДІЩ,dishch,4
ДЇБ,dyib,4
ДЇВ,dyiv,4
ДЇГ,dyih,4
ДЇД,dyid,4
ДЇЖ,dyizh,4
ДЇЗ,dyiz,4
ДЇЙ,dyiy,4
ДЇК,dyik,4
ДЇЛ,dyil,4
ДЇМ,dyim,4
ДЇН,dyin,4
ДЇП,dyip,4
ДЇР,dyir,4
ДЇС,dyis,4
ДЇТ,dyit,4
ДЇФ,dyif,4
ДЇХ,dyikh,4
ДЇЦ,dyits,4
ДЇЧ,dyich,4
ДЇШ,dyish,4
ДЇЩ,dyishch,4
ДОБ,dob,4
ДОВ,dov,4
ДОГ,doh,4
ДОД,dod,4
ДОЖ,dozh,4
ДОЗ,doz,4
ДОЙ,doy,4
ДОК,dok,4
ДОЛ,dol,4
ДОМ,dom,4
ДОН,don,4
ДОП,dop,4
ДОР,dor,4
ДОС,dos,4
ДОТ,dot,4
ДОФ,dof,4
ДОХ,dokh,4
ДОЦ,dots,4
ДОЧ,doch,4
ДОШ,dosh,4
ДОЩ,doshch,4
ДУБ,dub,4
ДУВ,duv,4
ДУГ,duh,4
ДУД,dud,4
ДУЖ,duzh,4
ДУЗ,duz,4
ДУЙ,duy,4
ДУК,duk,4
ДУЛ,dul,4
ДУМ,dum,4
ДУН,dun,4
ДУП,dup,4
ДУР,dur,4
ДУС,dus,4
ДУТ,dut,4
ДУФ,duf,4
ДУХ,dukh,4
ДУЦ,duts,4
ДУЧ,duch,4
ДУШ,dush,4
ДУЩ,dushch,4
ДЮБ,dyub,4
ДЮВ,dyuv,4
ДЮГ,dyuh,4
ДЮД,dyud,4
ДЮЖ,dyuzh,4
ДЮЗ,dyuz,4
ДЮЙ,dyuy,4
ДЮК,dyuk,4
ДЮЛ,dyul,4
ДЮМ,dyum,4
ДЮН,dyun,4
